185.31;514.62;39.36;+44.1
186.31;520.62;39.35;+44.1
187.31;521.22;39.35;+44.2
188.31;511.0;39.37;+44.0
189.31;517.0;39.36;+44.1
190.31;523.0;39.35;+44.2
191.31;518.19;39.36;+44.1
192.31;513.38;39.37;+44.1
193.31;513.96;39.37;+44.2
194.31;519.95;39.36;+44.1
195.32;515.14;39.37;+44.2
196.31;515.72;39.37;+44.2
197.33;505.49;39.39;+44.1
198.33;500.65;39.4;+44.1
199.33;501.2;39.4;+44.1
200.33;507.17;39.39;+44.2
201.34;507.73;39.39;+44.2
202.33;508.3;39.39;+44.2
203.34;508.87;39.39;+44.2
204.35;509.44;39.39;+44.2
205.35;520.82;39.37;+44.2
206.35;488.95;39.43;+44.2
207.35;511.11;39.39;+44.3
208.35;490.04;39.43;+44.2
209.35;485.16;39.44;+44.2
210.35;496.49;39.42;+44.2
211.35;491.62;39.43;+44.2
212.35;492.15;39.43;+44.2
213.35;498.09;39.42;+44.2
214.35;493.21;39.43;+44.2
215.35;493.74;39.43;+44.3
216.35;488.86;39.44;+44.2
217.34;489.38;39.44;+44.2
218.34;489.89;39.44;+44.2
219.34;479.59;39.46;+44.2
220.34;496.32;39.43;+44.2
221.35;496.85;39.43;+44.3
222.34;464.92;39.49;+44.3
223.34;492.44;39.44;+44.2
224.34;492.96;39.44;+44.3
225.34;477.25;39.47;+44.2
226.34;493.97;39.44;+44.2
227.34;483.66;39.46;+44.3
228.34;484.16;39.46;+44.3
229.34;479.25;39.47;+44.3
230.33;468.93;39.49;+44.2
231.34;469.4;39.49;+44.3
232.34;469.87;39.49;+44.2
233.34;470.34;39.49;+44.3
234.33;465.4;39.5;+44.3
235.33;471.28;39.49;+44.2
236.34;466.34;39.5;+44.3
237.34;461.39;39.51;+44.2
238.34;461.85;39.51;+44.4
239.34;462.3;39.51;+44.3
240.34;468.17;39.5;+44.3
241.34;463.22;39.51;+44.3
242.35;463.68;39.51;+44.3
243.35;464.13;39.51;+44.2
244.37;453.78;39.53;+44.3
245.37;448.8;39.54;+44.3
246.37;454.64;39.53;+44.3
247.37;455.07;39.53;+44.3
248.38;455.51;39.53;+44.3
249.38;450.54;39.54;+44.4
250.57;440.22;39.56;+44.4
251.57;440.63;39.56;+44.4
252.57;441.04;39.56;+44.3
253.58;441.45;39.56;+44.3
254.58;452.67;39.54;+44.4
255.58;436.87;39.57;+44.4
256.58;437.27;39.57;+44.4
257.58;437.67;39.57;+44.4
258.58;443.48;39.56;+44.4
259.58;438.47;39.57;+44.3
260.59;428.05;39.59;+44.4
261.59;428.43;39.59;+44.3
262.58;439.63;39.57;+44.4
263.58;429.21;39.59;+44.4
264.58;429.59;39.59;+44.4
265.58;424.56;39.6;+44.4
266.58;424.93;39.6;+44.4
267.59;419.89;39.61;+44.4
268.6;425.67;39.6;+44.4
269.6;420.63;39.61;+44.4
270.6;431.81;39.59;+44.4
271.6;421.37;39.61;+44.4
272.6;421.73;39.61;+44.4
273.61;411.28;39.63;+44.4
274.62;422.44;39.61;+44.4
275.62;411.99;39.63;+44.4
276.63;412.33;39.63;+44.4
277.64;407.27;39.64;+44.4
278.64;407.6;39.64;+44.4
279.65;402.53;39.65;+44.4
280.66;424.49;39.61;+44.4
281.66;414.03;39.63;+44.4
282.66;403.56;39.65;+44.4
283.66;403.88;39.65;+44.4
284.66;409.61;39.64;+44.4
285.65;404.54;39.65;+44.5
286.66;404.86;39.65;+44.4
287.65;405.19;39.65;+44.4
288.65;410.92;39.64;+44.4
289.65;389.61;39.68;+44.4
290.65;406.14;39.65;+44.4
291.65;395.64;39.67;+44.5
292.65;395.95;39.67;+44.4
293.65;396.26;39.67;+44.5
294.65;396.56;39.67;+44.4
295.65;391.46;39.68;+44.4
296.65;380.93;39.7;+44.4
297.65;392.03;39.68;+44.4
298.65;392.33;39.68;+44.4
299.65;381.8;39.7;+44.5
300.65;392.9;39.68;+44.4
301.65;393.2;39.68;+44.4
302.65;382.67;39.7;+44.5
303.65;382.95;39.7;+44.5
304.65;377.82;39.71;+44.5
305.65;378.09;39.71;+44.5
306.65;372.95;39.72;+44.5
307.65;384.02;39.7;+44.5
308.65;373.48;39.72;+44.5
309.65;373.74;39.72;+44.5
310.65;374.0;39.72;+44.5
311.65;363.44;39.74;+44.5
312.65;363.68;39.74;+44.5
313.65;374.74;39.72;+44.5
314.65;358.78;39.75;+44.5
315.65;364.42;39.74;+44.5
316.65;364.66;39.74;+44.5
317.65;375.72;39.72;+44.6
318.65;348.93;39.77;+44.5
319.65;376.19;39.72;+44.6
320.65;360.22;39.75;+44.5
321.65;349.63;39.77;+44.6
322.65;349.84;39.77;+44.5
323.65;344.65;39.78;+44.6
324.64;361.08;39.75;+44.5
325.64;345.08;39.78;+44.6
326.64;345.29;39.78;+44.5
327.64;345.49;39.78;+44.6
328.64;345.69;39.78;+44.6
329.65;340.49;39.79;+44.5
330.65;329.86;39.81;+44.6
331.65;340.86;39.79;+44.6
332.66;341.05;39.79;+44.6
333.65;330.43;39.81;+44.6
334.65;319.79;39.83;+44.6
335.65;330.76;39.81;+44.6
336.65;347.17;39.78;+44.6
337.65;341.96;39.79;+44.6
338.65;320.52;39.83;+44.7
339.65;331.49;39.81;+44.6
340.65;331.67;39.81;+44.6
341.65;331.85;39.81;+44.6
342.65;332.02;39.81;+44.7
343.65;321.38;39.83;+44.7
344.65;332.36;39.81;+44.7
345.65;316.3;39.84;+44.7
346.65;321.86;39.83;+44.7
347.65;311.2;39.85;+44.6
348.65;316.75;39.84;+44.6
349.65;295.26;39.88;+44.7
350.65;300.78;39.87;+44.7
351.65;300.9;39.87;+44.7
352.65;301.02;39.87;+44.7
353.65;301.14;39.87;+44.7
354.65;301.26;39.87;+44.7
355.65;317.61;39.84;+44.7
356.65;312.35;39.85;+44.7
357.65;301.67;39.87;+44.7
358.65;312.61;39.85;+44.7
359.65;296.52;39.88;+44.7
360.65;296.63;39.88;+44.7
361.65;285.92;39.9;+44.7
362.65;296.83;39.88;+44.7
363.65;296.94;39.88;+44.7
364.65;286.24;39.9;+44.7
365.64;297.15;39.88;+44.7
366.64;297.26;39.88;+44.7
367.64;286.55;39.9;+44.7
368.64;286.64;39.9;+44.7
369.64;281.33;39.91;+44.7
370.64;286.82;39.9;+44.7
371.64;281.5;39.91;+44.7
372.63;276.18;39.92;+44.7
373.63;297.89;39.88;+44.7
374.63;298.0;39.88;+44.7
375.64;281.88;39.91;+44.7
376.64;281.96;39.91;+44.7
377.64;276.64;39.92;+44.7
378.64;276.71;39.92;+44.7
379.65;265.97;39.94;+44.7
380.65;266.02;39.94;+44.7
381.64;260.67;39.95;+44.7
382.64;260.72;39.95;+44.8
383.64;260.76;39.95;+44.8
384.64;255.4;39.96;+44.7
385.64;260.85;39.95;+44.7
386.64;255.48;39.96;+44.7
387.64;255.52;39.96;+44.7
388.64;266.38;39.94;+44.8
389.64;244.79;39.98;+44.7
390.64;261.04;39.95;+44.7
391.64;244.86;39.98;+44.8
392.64;244.88;39.98;+44.8
393.64;255.71;39.96;+44.7
394.64;255.75;39.96;+44.8
395.64;244.97;39.98;+44.7
396.64;255.81;39.96;+44.8
397.64;245.03;39.98;+44.8
398.64;239.63;39.99;+44.8
399.64;239.64;39.99;+44.8
400.64;245.06;39.98;+44.8
401.64;228.85;40.01;+44.8
402.64;228.84;40.01;+44.8
403.64;239.65;39.99;+44.9
404.64;228.84;40.01;+44.9
405.64;239.65;39.99;+44.8
406.65;228.84;40.01;+44.9
407.66;223.43;40.02;+44.9
408.66;228.82;40.01;+44.9
409.66;239.63;39.99;+44.9
410.66;228.82;40.01;+44.9
411.66;223.4;40.02;+44.8
412.66;217.97;40.03;+44.9
413.66;217.94;40.03;+44.9
414.66;223.32;40.02;+44.9
415.66;217.9;40.03;+45.0
416.66;228.69;40.01;+44.9
417.67;217.86;40.03;+44.9
418.67;228.65;40.01;+45.0
419.67;207.0;40.05;+44.9
420.67;206.96;40.05;+44.9
421.66;217.73;40.03;+44.9
422.66;206.88;40.05;+44.9
423.66;201.43;40.06;+44.9
424.66;206.78;40.05;+44.9
425.66;206.73;40.05;+44.9
426.66;190.46;40.08;+44.9
427.66;201.2;40.06;+45.0
428.67;217.38;40.03;+44.9
429.67;190.3;40.08;+44.9
430.67;190.23;40.08;+45.0
431.67;200.97;40.06;+44.9
432.67;206.33;40.05;+44.9
433.66;200.87;40.06;+45.0
434.66;200.82;40.06;+45.0
435.66;184.53;40.09;+44.9
436.66;189.86;40.08;+45.0
437.67;189.78;40.08;+45.0
438.67;189.71;40.08;+45.0
439.67;168.0;40.12;+44.9
440.67;189.53;40.08;+45.0
441.67;167.81;40.12;+45.0
442.67;173.11;40.11;+45.0
443.66;183.83;40.09;+45.0
444.67;172.93;40.11;+45.0
445.67;172.83;40.11;+45.0
446.67;167.31;40.12;+45.0
447.67;172.61;40.11;+45.0
448.67;183.33;40.09;+45.0
449.66;183.25;40.09;+45.0
450.66;166.94;40.12;+45.0
451.66;172.23;40.11;+45.0
452.67;166.72;40.12;+45.0
453.67;166.61;40.12;+45.0
454.66;144.86;40.16;+45.0
455.67;166.35;40.12;+45.0
456.67;160.83;40.13;+45.0
457.67;149.89;40.15;+45.0
458.68;149.75;40.15;+45.0
459.68;149.61;40.15;+45.0
460.68;144.07;40.16;+45.0
461.68;149.33;40.15;+45.0
462.68;149.19;40.15;+45.0
463.68;149.05;40.15;+45.0
464.68;159.73;40.13;+45.0
465.68;159.61;40.13;+45.0
466.68;143.26;40.16;+45.0
467.68;132.29;40.18;+45.0
468.68;132.13;40.18;+45.0
469.68;126.55;40.19;+45.0
470.68;148.01;40.15;+45.1
471.68;147.87;40.15;+45.1
472.68;126.1;40.19;+45.1
473.68;120.51;40.2;+45.0
474.69;131.14;40.18;+45.1
475.69;125.57;40.19;+45.0
476.69;130.8;40.18;+45.0
477.69;119.82;40.2;+45.0
478.69;125.04;40.19;+45.1
479.69;119.45;40.2;+45.1
480.69;124.68;40.19;+45.0
481.69;108.27;40.22;+45.0
482.69;118.89;40.2;+45.1
483.69;107.89;40.22;+45.1
484.69;107.68;40.22;+45.1
485.69;107.48;40.22;+45.0
486.69;107.28;40.22;+45.1
487.69;117.89;40.2;+45.1
488.69;117.71;40.2;+45.1
489.69;117.52;40.2;+45.1
490.69;101.11;40.23;+45.1
491.69;106.3;40.22;+45.0
492.69;116.92;40.2;+45.1
493.69;100.51;40.23;+45.1
494.69;94.88;40.24;+45.1
495.69;105.48;40.22;+45.1
496.69;83.64;40.26;+45.1
497.69;94.22;40.24;+45.2
498.68;83.18;40.26;+45.1
499.68;99.16;40.23;+45.1
500.68;93.54;40.24;+45.1
501.68;104.14;40.22;+45.1
502.68;71.48;40.28;+45.1
503.69;71.22;40.28;+45.1
504.69;70.96;40.28;+45.1
505.69;81.52;40.26;+45.1
506.7;70.46;40.28;+45.2
507.7;81.02;40.26;+45.2
508.72;80.77;40.26;+45.1
509.72;69.71;40.28;+45.2
510.73;64.04;40.29;+45.2
511.73;58.36;40.3;+45.1
512.73;58.08;40.3;+45.1
513.73;57.81;40.3;+45.1
514.73;57.53;40.3;+45.2
515.73;62.66;40.29;+45.2
516.73;62.39;40.29;+45.3
517.73;67.53;40.28;+45.2
518.73;61.86;40.29;+45.2
519.73;56.19;40.3;+45.2
520.73;55.91;40.3;+45.2
521.73;61.04;40.29;+45.2
522.72;66.18;40.28;+45.2
523.72;55.11;40.3;+45.2
524.72;60.24;40.29;+45.2
525.72;54.56;40.3;+45.2
526.72;43.46;40.32;+45.2
527.72;37.76;40.33;+45.2
528.73;42.86;40.32;+45.3
529.73;37.15;40.33;+45.2
530.73;42.26;40.32;+45.2
531.73;41.96;40.32;+45.3
532.73;36.26;40.33;+45.2
533.73;41.36;40.32;+45.3
534.73;35.66;40.33;+45.3
535.72;24.53;40.35;+45.2
536.72;35.03;40.33;+45.3
537.72;34.72;40.33;+45.3
538.72;34.42;40.33;+45.3
539.72;50.34;40.3;+45.2
540.72;33.83;40.33;+45.3
541.73;33.53;40.33;+45.3
542.73;22.4;40.35;+45.3
543.74;22.07;40.35;+45.3
544.74;16.34;40.36;+45.3
545.74;21.42;40.35;+45.3
546.75;21.09;40.35;+45.3
547.75;15.36;40.36;+45.3
548.75;15.02;40.36;+45.3
549.75;9.28;40.37;+45.2
550.75;14.35;40.36;+45.3
551.75;8.61;40.37;+45.3
552.75;8.26;40.37;+45.3
553.75;13.33;40.36;+45.3
554.75;13.0;40.36;+45.3
555.75;12.66;40.36;+45.2
556.93;17.68;40.35;+45.3
557.93;-4.28;40.39;+45.3
558.93;6.18;40.37;+45.3
559.93;5.84;40.37;+45.3
560.93;-5.33;40.39;+45.3
561.93;10.54;40.36;+45.3
562.93;4.8;40.37;+45.3
563.93;4.46;40.37;+45.3
564.93;4.11;40.37;+45.3
565.92;-7.05;40.39;+45.3
566.92;-12.82;40.4;+45.3
567.92;3.04;40.37;+45.3
568.92;2.7;40.37;+45.3
569.92;-13.87;40.4;+45.3
570.93;-8.83;40.39;+45.3
571.93;-9.2;40.39;+45.3
572.93;-14.97;40.4;+45.3
573.93;-9.93;40.39;+45.3
574.93;0.53;40.37;+45.3
575.93;-16.04;40.4;+45.3
576.92;-11.0;40.39;+45.3
577.93;-16.77;40.4;+45.3
578.93;-27.96;40.42;+45.3
579.93;-12.12;40.39;+45.3
580.93;-1.67;40.37;+45.4
581.93;-29.05;40.42;+45.3
582.93;-18.62;40.4;+45.3
583.93;-13.58;40.39;+45.4
584.93;-35.58;40.43;+45.3
585.93;-19.75;40.4;+45.3
586.93;-20.12;40.4;+45.3
587.92;-15.08;40.39;+45.3
588.93;-15.44;40.39;+45.3
589.93;-15.81;40.39;+45.3
590.93;-5.35;40.37;+45.4
591.93;-21.92;40.4;+45.3
592.93;-16.88;40.39;+45.3
593.93;-22.65;40.4;+45.3
594.93;-23.02;40.4;+45.3
595.93;-23.39;40.4;+45.3
596.93;-18.35;40.39;+45.3
597.93;-34.94;40.42;+45.3
598.92;-19.1;40.39;+45.3
599.92;-24.87;40.4;+45.3
600.92;-25.24;40.4;+45.3
601.92;-20.2;40.39;+45.3
602.92;-9.74;40.37;+45.3
603.93;-26.31;40.4;+45.3
604.92;-26.68;40.4;+45.3
605.92;-5.42;40.36;+45.3
606.92;-11.16;40.37;+45.4
607.92;-27.73;40.4;+45.3
608.92;-22.69;40.39;+45.4
609.92;-23.05;40.39;+45.3
610.92;-28.82;40.4;+45.3
611.92;-12.96;40.37;+45.3
612.92;-13.3;40.37;+45.3
613.91;-29.87;40.4;+45.4
614.91;-14.02;40.37;+45.3
615.92;-14.36;40.37;+45.3
616.92;-30.93;40.4;+45.4
617.92;-15.07;40.37;+45.4
618.92;-31.64;40.4;+45.4
619.91;-26.6;40.39;+45.4
620.91;-16.15;40.37;+45.4
621.91;-27.31;40.39;+45.4
622.91;-16.85;40.37;+45.3
623.91;-28.01;40.39;+45.3
624.91;-28.37;40.39;+45.4
625.91;-17.91;40.37;+45.4
626.91;-29.07;40.39;+45.3
627.91;-34.84;40.4;+45.3
628.91;-29.8;40.39;+45.4
629.91;-19.35;40.37;+45.3
630.92;-19.69;40.37;+45.4
631.92;-20.03;40.37;+45.4
632.92;-20.38;40.37;+45.3
633.92;-20.72;40.37;+45.4
634.91;-21.06;40.37;+45.3
635.92;-32.22;40.39;+45.4
636.92;-16.36;40.36;+45.4
637.92;-32.92;40.39;+45.3
638.92;-22.46;40.37;+45.4
639.92;-22.8;40.37;+45.4
640.91;-17.74;40.36;+45.4
641.91;-18.07;40.36;+45.3
642.91;-18.4;40.36;+45.3
643.91;-13.32;40.35;+45.4
644.91;-19.06;40.36;+45.3
645.91;-24.8;40.37;+45.4
646.91;-35.96;40.39;+45.3
647.91;-20.1;40.36;+45.3
648.91;-20.43;40.36;+45.4
649.92;-20.76;40.36;+45.3
650.92;-21.1;40.36;+45.4
651.92;-21.43;40.36;+45.3
652.92;-21.76;40.36;+45.4
653.92;-5.87;40.33;+45.4
654.91;-22.4;40.36;+45.4
655.91;-28.14;40.37;+45.4
656.91;-23.08;40.36;+45.4
657.92;-18.0;40.35;+45.4
658.92;-18.33;40.35;+45.4
659.92;-18.65;40.35;+45.4
660.92;-18.97;40.35;+45.4
661.92;-8.48;40.33;+45.4
662.92;-19.6;40.35;+45.4
663.92;-9.11;40.33;+45.4
664.92;-9.41;40.33;+45.4
665.91;-9.72;40.33;+45.4
666.91;-20.84;40.35;+45.4
667.91;-10.35;40.33;+45.4
668.91;-10.65;40.33;+45.4
669.91;-21.78;40.35;+45.4
670.91;-11.28;40.33;+45.4
671.91;-11.59;40.33;+45.4
672.91;-11.89;40.33;+45.4
673.91;-6.79;40.32;+45.3
674.91;-7.09;40.32;+45.4
675.92;-7.38;40.32;+45.4
676.92;8.55;40.29;+45.3
677.92;2.87;40.3;+45.3
678.92;2.59;40.3;+45.4
679.92;2.31;40.3;+45.4
680.92;-8.78;40.32;+45.3
681.92;1.74;40.3;+45.3
682.92;1.46;40.3;+45.4
683.92;1.19;40.3;+45.3
684.92;-9.91;40.32;+45.4
685.92;0.61;40.3;+45.4
686.92;5.74;40.29;+45.3
687.92;0.07;40.3;+45.3
688.92;5.2;40.29;+45.3
689.92;4.93;40.29;+45.4
690.92;4.66;40.29;+45.3
691.92;4.39;40.29;+45.4
692.92;4.12;40.29;+45.4
693.93;9.26;40.28;+45.3
694.93;-1.82;40.3;+45.4
695.94;3.31;40.29;+45.3
696.94;8.45;40.28;+45.4
697.94;2.78;40.29;+45.4
698.94;2.52;40.29;+45.4
699.94;29.29;40.24;+45.4
700.94;18.25;40.26;+45.3
701.93;7.2;40.28;+45.3
702.93;17.75;40.26;+45.3
703.93;28.33;40.24;+45.4
704.93;6.47;40.28;+45.3
705.93;27.85;40.24;+45.3
706.93;16.81;40.26;+45.3
707.94;27.39;40.24;+45.3
708.94;16.35;40.26;+45.3
709.94;16.1;40.26;+45.3
710.95;26.68;40.24;+45.3
711.95;31.87;40.23;+45.3
712.95;31.65;40.23;+45.3
713.96;31.44;40.23;+45.3
714.96;31.23;40.23;+45.3
715.96;31.01;40.23;+45.3
716.96;25.39;40.24;+45.3
717.96;46.81;40.2;+45.3
718.96;30.39;40.23;+45.3
719.96;30.18;40.23;+45.3
720.96;29.97;40.23;+45.3
721.96;35.16;40.22;+45.3
722.96;45.78;40.2;+45.3
723.96;34.78;40.22;+45.3
724.96;29.16;40.23;+45.3
725.96;34.36;40.22;+45.3
726.96;44.97;40.2;+45.3
727.96;44.79;40.2;+45.3
728.96;44.6;40.2;+45.3
729.95;49.83;40.19;+45.3
730.95;44.24;40.2;+45.3
731.95;54.88;40.18;+45.3
732.95;54.71;40.18;+45.3
733.95;49.14;40.19;+45.3
734.95;32.73;40.22;+45.3
735.95;48.76;40.19;+45.3
736.94;48.58;40.19;+45.3
737.94;43.0;40.2;+45.3
738.94;53.63;40.18;+45.3
739.94;64.28;40.16;+45.3
740.94;53.31;40.18;+45.3
741.94;63.97;40.16;+45.3
742.94;69.23;40.15;+45.3
743.94;69.09;40.15;+45.3
744.94;68.95;40.15;+45.3
745.94;63.4;40.16;+45.3
746.94;68.66;40.15;+45.2
747.94;68.52;40.15;+45.3
748.94;62.98;40.16;+45.3
749.94;62.83;40.16;+45.2
750.94;62.68;40.16;+45.3
751.94;67.94;40.15;+45.2
752.94;78.62;40.13;+45.3
753.94;78.5;40.13;+45.3
754.94;67.56;40.15;+45.3
755.94;62.01;40.16;+45.2
756.95;83.5;40.12;+45.3
757.95;67.16;40.15;+45.3
758.95;83.25;40.12;+45.2
759.95;77.73;40.13;+45.3
760.95;83.02;40.12;+45.2
761.95;66.68;40.15;+45.2
762.95;77.36;40.13;+45.2
763.95;77.24;40.13;+45.2
764.95;82.53;40.12;+45.2
765.96;82.42;40.12;+45.2
766.96;98.53;40.09;+45.2
767.97;82.22;40.12;+45.2
768.97;87.52;40.11;+45.2
769.97;82.01;40.12;+45.2
770.97;98.13;40.09;+45.2
771.97;98.04;40.09;+45.2
772.97;103.37;40.08;+45.2
773.97;97.88;40.09;+45.2
774.97;97.8;40.09;+45.2
775.97;97.72;40.09;+45.2
776.97;103.04;40.08;+45.1
777.97;86.74;40.11;+45.2
778.97;97.46;40.09;+45.2
779.97;102.79;40.08;+45.1
780.97;102.71;40.08;+45.2
781.97;102.64;40.08;+45.1
782.97;113.38;40.06;+45.2
783.97;102.51;40.08;+45.1
784.97;113.25;40.06;+45.1
785.97;113.2;40.06;+45.0
786.97;113.14;40.06;+45.1
787.97;102.27;40.08;+45.1
788.97;113.01;40.06;+45.1
789.97;112.96;40.06;+45.1
790.97;112.9;40.06;+45.1
791.97;112.84;40.06;+45.0
792.97;118.2;40.05;+45.1
793.96;112.74;40.06;+45.1
794.97;118.1;40.05;+45.1
795.97;112.64;40.06;+45.1
796.97;128.81;40.03;+45.1
797.96;128.79;40.03;+45.0
798.96;128.76;40.03;+45.0
799.96;128.73;40.03;+45.0
800.96;139.52;40.01;+45.0
801.96;117.87;40.05;+45.0
802.96;117.83;40.05;+45.0
803.96;128.6;40.03;+45.0
804.96;139.39;40.01;+45.0
805.96;139.38;40.01;+45.0
806.96;128.55;40.03;+45.0
807.96;133.94;40.02;+45.0
808.96;139.33;40.01;+45.0
809.96;117.68;40.05;+45.0
810.97;128.45;40.03;+45.0
811.97;139.24;40.01;+45.0
812.98;133.82;40.02;+45.0
813.98;139.22;40.01;+45.0
814.98;133.8;40.02;+45.0
815.98;139.19;40.01;+45.0
