0.42;32.46;+37.2;44.3;19.06
1.42;32.48;+37.2;44.3;19.06
2.42;32.48;+37.2;44.3;19.06
3.42;32.48;+37.2;44.3;19.06
4.42;32.49;+37.2;44.3;19.06
5.42;32.49;+37.2;44.3;19.06
6.42;32.49;+37.2;44.3;19.02
7.42;32.49;+37.2;44.3;19.02
8.42;32.51;+37.2;44.3;19.02
9.42;32.49;+37.2;44.3;19.02
10.42;32.49;+37.2;44.3;19.02
11.42;32.49;+37.3;44.3;19.02
12.42;32.49;+37.2;44.3;19.02
13.42;32.51;+37.2;44.3;19.02
14.42;32.49;+37.3;44.3;19.02
15.42;32.49;+37.3;44.3;19.02
16.42;32.53;+37.2;44.3;19.02
17.42;32.52;+37.2;44.3;19.02
18.42;32.51;+37.3;44.39;19.02
19.42;32.52;+37.3;44.39;19.02
20.42;32.51;+37.2;44.39;18.98
21.42;32.55;+37.3;44.39;18.98
22.42;32.53;+37.3;44.39;18.98
23.42;32.52;+37.3;44.39;18.98
24.42;32.52;+37.3;44.39;18.98
25.42;32.53;+37.3;44.39;18.98
26.42;32.53;+37.3;44.39;18.98
27.42;32.53;+37.3;44.39;18.98
28.42;32.56;+37.3;44.39;18.99
29.42;32.55;+37.3;44.39;18.99
30.42;32.53;+37.3;44.39;18.99
31.42;32.55;+37.3;44.39;18.95
32.42;32.53;+37.3;44.39;18.95
33.42;32.58;+37.3;44.47;18.95
34.42;32.56;+37.3;44.47;18.95
35.42;32.56;+37.3;44.47;18.95
36.42;32.56;+37.3;44.47;18.95
37.42;32.56;+37.3;44.47;18.91
38.42;32.58;+37.3;44.47;18.91
39.42;32.56;+37.3;44.47;18.91
40.42;32.59;+37.3;44.47;18.91
41.42;32.58;+37.3;44.47;18.91
42.42;32.59;+37.3;44.47;18.91
43.42;32.59;+37.3;44.47;18.91
44.42;32.6;+37.4;44.47;18.91
45.42;32.59;+37.4;44.47;18.91
46.42;32.59;+37.3;44.47;18.91
47.42;32.59;+37.3;44.47;18.91
48.42;32.59;+37.3;44.47;18.91
49.42;32.59;+37.3;44.56;18.91
50.42;32.6;+37.4;44.47;18.86
51.42;32.6;+37.4;44.56;18.86
52.42;32.59;+37.3;44.56;18.91
53.42;32.6;+37.4;44.56;18.91
54.42;32.6;+37.4;44.56;18.91
55.42;32.62;+37.4;44.56;18.86
56.42;32.59;+37.4;44.56;18.86
57.42;32.62;+37.4;44.56;18.86
58.42;32.6;+37.4;44.56;18.86
59.42;32.63;+37.5;44.56;18.86
60.42;32.59;+37.4;44.56;18.86
61.42;32.63;+37.5;44.56;18.86
62.42;32.6;+37.4;44.56;18.86
63.42;32.63;+37.4;44.56;18.91
64.42;32.63;+37.4;44.56;18.95
65.42;32.62;+37.5;44.56;18.99
66.42;32.63;+37.5;44.56;19.04
67.43;32.63;+37.5;44.56;19.0
68.43;32.65;+37.4;44.56;18.96
69.43;32.66;+37.5;44.65;18.92
70.44;32.65;+37.5;44.65;18.88
71.44;32.65;+37.6;44.65;18.88
72.44;32.65;+37.5;44.65;18.88
73.45;32.65;+37.5;44.65;18.83
74.45;32.65;+37.5;44.65;18.83
75.45;32.65;+37.5;44.65;18.83
76.45;32.65;+37.6;44.65;18.83
77.45;32.66;+37.5;44.65;18.83
78.45;32.66;+37.5;44.65;18.8
79.46;32.67;+37.6;44.65;18.8
80.46;32.65;+37.5;44.65;18.8
81.46;32.67;+37.6;44.65;18.8
82.46;32.66;+37.5;44.65;18.8
83.46;32.69;+37.6;44.65;18.76
84.47;32.66;+37.5;44.65;18.76
85.47;32.66;+37.6;44.65;18.76
86.47;32.66;+37.6;44.65;18.76
87.48;32.69;+37.6;44.65;18.76
88.48;32.69;+37.6;44.65;18.76
89.48;32.69;+37.6;44.65;18.76
90.48;32.67;+37.6;44.73;18.76
91.48;32.69;+37.6;44.73;18.76
92.49;32.69;+37.6;44.73;18.76
93.49;32.69;+37.6;44.73;18.76
94.49;32.69;+37.6;44.73;18.76
95.49;32.7;+37.6;44.73;18.76
96.49;32.7;+37.6;44.73;18.76
97.49;32.69;+37.6;44.73;18.76
98.5;32.69;+37.6;44.73;18.76
99.5;32.71;+37.6;44.73;18.76
100.5;32.71;+37.6;44.73;18.76
101.51;32.7;+37.6;44.73;18.76
102.51;32.71;+37.6;44.73;18.76
103.51;32.7;+37.6;44.73;18.76
104.51;32.71;+37.6;44.73;18.76
105.52;32.71;+37.6;44.73;18.76
106.52;32.7;+37.6;44.73;18.76
107.52;32.73;+37.6;44.73;18.71
108.53;32.73;+37.6;44.73;18.71
109.53;32.71;+37.6;44.73;18.71
110.53;32.74;+37.7;44.73;18.73
111.53;32.73;+37.6;44.73;18.73
112.53;32.73;+37.6;44.73;18.73
113.53;32.76;+37.6;44.73;18.73
114.53;32.74;+37.6;44.73;18.73
115.53;32.74;+37.6;44.73;18.73
116.53;32.74;+37.7;44.82;18.73
117.53;32.73;+37.6;44.82;18.73
118.53;32.74;+37.7;44.82;18.68
119.53;32.74;+37.6;44.82;18.68
120.53;32.74;+37.7;44.82;18.68
121.53;32.76;+37.6;44.82;18.68
122.53;32.76;+37.6;44.82;18.68
123.53;32.76;+37.6;44.82;18.68
124.53;32.79;+37.7;44.82;18.68
125.53;32.77;+37.7;44.82;18.68
126.53;32.74;+37.7;44.82;18.64
127.53;32.77;+37.7;44.82;18.64
128.53;32.77;+37.7;44.82;18.64
129.53;32.79;+37.7;44.82;18.64
130.53;32.77;+37.7;44.82;18.64
131.53;32.79;+37.7;44.82;18.64
132.53;32.77;+37.7;44.82;18.64
133.53;32.8;+37.7;44.82;18.64
134.53;32.81;+37.8;44.82;18.64
135.53;32.76;+37.7;44.9;18.64
136.53;32.8;+37.8;44.9;18.64
137.53;32.8;+37.7;44.9;18.64
138.53;32.79;+37.7;44.9;18.56
139.53;32.79;+37.8;44.9;18.64
140.53;32.8;+37.8;44.9;18.64
141.53;32.8;+37.7;44.9;18.56
142.53;32.8;+37.7;44.9;18.56
143.53;32.81;+37.7;44.9;18.56
144.53;32.8;+37.8;44.9;18.56
145.53;32.81;+37.8;44.9;18.56
146.53;32.79;+37.8;44.9;18.56
147.53;32.81;+37.9;44.9;18.56
148.53;32.81;+37.8;44.9;18.56
149.53;32.81;+37.8;44.9;18.57
150.54;32.81;+37.9;44.9;18.57
151.53;32.84;+37.8;44.9;18.54
152.53;32.83;+37.8;44.9;18.54
153.53;32.81;+37.8;44.9;18.54
154.53;32.81;+37.8;44.9;18.54
155.53;32.81;+37.8;44.99;18.54
156.53;32.83;+37.8;44.99;18.54
157.54;32.84;+37.8;44.99;18.54
158.54;32.83;+37.8;44.99;18.54
159.54;32.83;+37.8;44.99;18.54
160.54;32.84;+37.8;44.99;18.54
161.54;32.83;+37.9;44.99;18.54
162.54;32.86;+37.9;44.99;18.49
163.54;32.84;+37.9;44.99;18.49
164.54;32.84;+37.9;44.99;18.49
165.54;32.86;+37.9;44.99;18.49
166.54;32.84;+37.9;44.99;18.49
167.54;32.84;+37.9;44.99;18.49
168.54;32.87;+37.8;44.99;18.49
169.54;32.86;+37.9;44.99;18.49
170.54;32.84;+37.9;44.99;18.49
171.54;32.87;+37.9;44.99;18.66
172.54;32.86;+37.9;44.99;18.74
173.54;32.87;+37.9;44.99;18.74
174.54;32.88;+37.9;44.99;18.7
175.54;32.86;+37.9;44.99;18.66
176.54;32.88;+37.9;45.07;18.57
177.54;32.88;+37.9;45.07;18.57
178.55;32.9;+37.9;45.07;18.54
179.55;32.87;+37.9;45.07;18.54
180.55;32.9;+37.9;45.07;18.54
181.55;32.9;+37.9;45.07;18.51
