0.22;4458.0;25.14
0.97;4452.0;25.16
1.69;4458.0;25.14
2.4;4452.0;25.16
3.12;4461.0;25.13
3.98;4458.0;25.14
4.7;4452.0;25.16
5.42;4458.0;25.14
6.13;4458.0;25.14
6.99;4458.0;25.14
7.71;4461.0;25.13
8.43;4449.0;25.17
9.15;4452.0;25.16
10.0;4452.0;25.16
10.73;4458.0;25.14
11.46;4461.0;25.13
12.18;4458.0;25.14
13.01;4458.0;25.14
13.73;4461.0;25.13
14.45;4458.0;25.14
15.18;4461.0;25.13
16.03;4461.0;25.13
16.75;4452.0;25.16
17.47;4458.0;25.14
18.19;4452.0;25.16
19.04;4458.0;25.14
19.76;4470.0;25.1
20.48;4458.0;25.14
21.2;4458.0;25.14
22.05;4458.0;25.14
22.77;4452.0;25.16
23.49;4461.0;25.13
24.21;4458.0;25.14
25.06;4452.0;25.16
25.78;4452.0;25.16
26.5;4458.0;25.14
27.22;4458.0;25.14
28.07;4458.0;25.14
28.79;4452.0;25.16
29.51;4461.0;25.13
30.23;4458.0;25.14
31.09;4458.0;25.14
31.8;4449.0;25.17
32.52;4458.0;25.14
33.24;4452.0;25.16
34.1;4452.0;25.16
34.82;4449.0;25.17
35.54;4452.0;25.16
36.26;4461.0;25.13
37.11;4452.0;25.16
37.83;4461.0;25.13
38.55;4452.0;25.16
39.27;4449.0;25.17
40.12;4452.0;25.16
40.84;4458.0;25.14
41.56;4458.0;25.14
42.28;4458.0;25.14
43.13;4452.0;25.16
43.85;4458.0;25.14
44.57;4458.0;25.14
45.29;4452.0;25.16
46.15;4452.0;25.16
46.87;4452.0;25.16
47.59;4449.0;25.17
48.31;4458.0;25.14
49.16;4452.0;25.16
49.88;4452.0;25.16
50.6;4452.0;25.16
51.32;4452.0;25.16
52.17;4449.0;25.17
52.89;4458.0;25.14
53.61;4458.0;25.14
54.33;4449.0;25.17
55.18;4452.0;25.16
55.9;4458.0;25.14
56.62;4449.0;25.17
57.34;4452.0;25.16
58.19;4449.0;25.17
58.91;4452.0;25.16
59.63;4449.0;25.17
60.35;4452.0;25.16
61.2;4452.0;25.16
61.92;4449.0;25.17
62.64;4443.0;25.19
63.36;4449.0;25.17
64.22;4443.0;25.19
64.93;4458.0;25.14
65.65;4452.0;25.16
66.37;4449.0;25.17
67.23;4449.0;25.17
67.95;4452.0;25.16
68.67;4452.0;25.16
69.38;4443.0;25.19
70.24;4449.0;25.17
70.96;4449.0;25.17
71.68;4452.0;25.16
72.4;4449.0;25.17
73.25;4443.0;25.19
73.97;4449.0;25.17
74.69;4443.0;25.19
75.41;4449.0;25.17
76.26;4452.0;25.16
76.98;4449.0;25.17
77.7;4443.0;25.19
78.42;4443.0;25.19
79.28;4443.0;25.19
80.0;4443.0;25.19
80.72;4449.0;25.17
81.44;4443.0;25.19
82.29;4443.0;25.19
83.01;4452.0;25.16
83.73;4440.0;25.2
84.45;4440.0;25.2
85.3;4443.0;25.19
86.02;4440.0;25.2
86.74;4443.0;25.19
87.46;4440.0;25.2
88.31;4440.0;25.2
89.04;4449.0;25.17
89.76;4443.0;25.19
90.48;4440.0;25.2
91.32;4443.0;25.19
92.04;4440.0;25.2
92.77;4434.0;25.22
93.5;4440.0;25.2
94.34;4443.0;25.19
95.06;4434.0;25.22
95.79;4434.0;25.22
96.51;4449.0;25.17
97.35;4440.0;25.2
98.07;4434.0;25.22
98.78;4440.0;25.2
99.5;4440.0;25.2
100.36;4434.0;25.22
101.08;4431.0;25.23
101.8;4431.0;25.23
102.52;4434.0;25.22
103.37;4434.0;25.22
104.09;4440.0;25.2
104.81;4440.0;25.2
105.53;4440.0;25.2
106.38;4440.0;25.2
107.1;4431.0;25.23
107.82;4434.0;25.22
108.54;4431.0;25.23
109.39;4431.0;25.23
110.11;4440.0;25.2
110.83;4440.0;25.2
111.55;4431.0;25.23
112.4;4434.0;25.22
113.12;4434.0;25.22
113.84;4440.0;25.2
114.56;4431.0;25.23
115.42;4434.0;25.22
116.14;4431.0;25.23
116.86;4428.0;25.24
117.57;4431.0;25.23
118.43;4428.0;25.24
119.15;4434.0;25.22
119.87;4428.0;25.24
120.59;4431.0;25.23
121.44;4428.0;25.24
122.16;4431.0;25.23
122.88;4422.0;25.26
123.6;4428.0;25.24
124.45;4428.0;25.24
125.17;4434.0;25.22
125.89;4422.0;25.26
126.61;4428.0;25.24
127.46;4431.0;25.23
128.18;4428.0;25.24
128.9;4428.0;25.24
129.62;4428.0;25.24
130.48;4422.0;25.26
131.2;4422.0;25.26
131.92;4428.0;25.24
132.64;4422.0;25.26
133.49;4428.0;25.24
134.21;4428.0;25.24
134.93;4428.0;25.24
135.65;4428.0;25.24
136.5;4422.0;25.26
137.23;4428.0;25.24
137.95;4422.0;25.26
138.68;4428.0;25.24
139.51;4419.0;25.27
140.23;4428.0;25.24
140.95;4422.0;25.26
141.67;4428.0;25.24
142.52;4419.0;25.27
143.24;4419.0;25.27
143.96;4419.0;25.27
144.68;4422.0;25.26
145.54;4422.0;25.26
146.26;4428.0;25.24
146.98;4428.0;25.24
147.69;4419.0;25.27
148.55;4413.0;25.29
149.27;4419.0;25.27
149.99;4413.0;25.29
150.71;4413.0;25.29
151.56;4419.0;25.27
152.28;4419.0;25.27
153.0;4422.0;25.26
153.72;4419.0;25.27
154.57;4422.0;25.26
155.29;4413.0;25.29
156.01;4413.0;25.29
156.73;4413.0;25.29
157.58;4413.0;25.29
158.3;4410.0;25.3
159.02;4413.0;25.29
159.74;4413.0;25.29
160.59;4413.0;25.29
161.31;4407.0;25.31
162.03;4413.0;25.29
162.75;4413.0;25.29
163.61;4413.0;25.29
164.33;4413.0;25.29
165.05;4410.0;25.3
165.77;4410.0;25.3
166.62;4413.0;25.29
167.34;4401.0;25.33
168.05;4410.0;25.3
168.77;4413.0;25.29
169.63;4407.0;25.31
170.35;4407.0;25.31
171.07;4407.0;25.31
171.79;4410.0;25.3
172.64;4407.0;25.31
173.36;4407.0;25.31
174.08;4410.0;25.3
174.8;4407.0;25.31
175.65;4401.0;25.33
176.37;4401.0;25.33
177.09;4401.0;25.33
177.81;4407.0;25.31
178.66;4398.0;25.34
179.38;4410.0;25.3
180.1;4401.0;25.33
180.82;4401.0;25.33
181.68;4407.0;25.31
182.4;4401.0;25.33
183.11;4401.0;25.33
183.83;4407.0;25.31
184.69;4392.0;25.36
185.41;4401.0;25.33
186.13;4401.0;25.33
186.85;4392.0;25.36
187.7;4398.0;25.34
188.42;4398.0;25.34
189.14;4389.0;25.37
189.86;4401.0;25.33
190.71;4398.0;25.34
191.43;4398.0;25.34
192.15;4389.0;25.37
192.87;4398.0;25.34
193.72;4392.0;25.36
194.44;4389.0;25.37
195.16;4389.0;25.37
195.88;4389.0;25.37
196.74;4392.0;25.36
197.46;4398.0;25.34
198.18;4386.0;25.38
198.9;4389.0;25.37
199.75;4380.0;25.4
200.47;4386.0;25.38
201.19;4389.0;25.37
201.91;4389.0;25.37
202.76;4389.0;25.37
203.48;4389.0;25.37
204.2;4392.0;25.36
204.92;4389.0;25.37
205.77;4380.0;25.4
206.49;4380.0;25.4
207.21;4380.0;25.4
207.92;4389.0;25.37
208.78;4386.0;25.38
209.5;4389.0;25.37
210.22;4389.0;25.37
210.94;4380.0;25.4
211.79;4380.0;25.4
212.51;4386.0;25.38
213.23;4380.0;25.4
213.95;4380.0;25.4
214.81;4377.0;25.41
215.52;4377.0;25.41
216.24;4377.0;25.41
216.96;4380.0;25.4
217.82;4380.0;25.4
218.54;4374.0;25.42
219.26;4380.0;25.4
219.97;4374.0;25.42
220.83;4377.0;25.41
221.55;4380.0;25.4
222.27;4368.0;25.44
222.99;4374.0;25.42
223.84;4374.0;25.42
224.56;4374.0;25.42
225.28;4368.0;25.44
226.0;4368.0;25.44
226.85;4374.0;25.42
227.57;4377.0;25.41
228.29;4374.0;25.42
229.01;4365.0;25.45
229.86;4365.0;25.45
230.58;4368.0;25.44
231.3;4368.0;25.44
232.02;4368.0;25.44
232.88;4365.0;25.45
233.6;4368.0;25.44
234.32;4365.0;25.45
235.03;4365.0;25.45
235.89;4368.0;25.44
236.61;4368.0;25.44
237.33;4356.0;25.48
238.04;4359.0;25.47
238.9;4359.0;25.47
239.62;4359.0;25.47
240.34;4359.0;25.47
241.06;4365.0;25.45
241.91;4359.0;25.47
242.63;4359.0;25.47
243.35;4359.0;25.47
244.07;4359.0;25.47
244.92;4365.0;25.45
245.64;4353.0;25.49
246.36;4356.0;25.48
247.08;4365.0;25.45
247.94;4359.0;25.47
248.65;4356.0;25.48
249.37;4356.0;25.48
250.09;4359.0;25.47
250.95;4359.0;25.47
251.67;4347.0;25.51
252.38;4353.0;25.49
253.1;4356.0;25.48
253.96;4353.0;25.49
254.68;4347.0;25.51
255.4;4353.0;25.49
256.12;4347.0;25.51
256.97;4353.0;25.49
257.69;4347.0;25.51
258.41;4353.0;25.49
259.13;4344.0;25.52
259.98;4347.0;25.51
260.7;4338.0;25.54
261.42;4344.0;25.52
262.14;4344.0;25.52
262.99;4338.0;25.54
263.71;4344.0;25.52
264.43;4347.0;25.51
265.15;4347.0;25.51
266.01;4347.0;25.51
266.72;4338.0;25.54
267.44;4344.0;25.52
268.16;4344.0;25.52
269.02;4338.0;25.54
269.74;4338.0;25.54
270.46;4338.0;25.54
271.18;4335.0;25.55
272.03;4335.0;25.55
272.75;4338.0;25.54
273.47;4329.0;25.57
274.18;4329.0;25.57
275.04;4329.0;25.57
275.76;4335.0;25.55
276.48;4329.0;25.57
277.2;4329.0;25.57
278.05;4335.0;25.55
278.77;4329.0;25.57
279.49;4326.0;25.58
280.21;4329.0;25.57
281.06;4326.0;25.58
281.78;4326.0;25.58
282.5;4320.0;25.6
283.22;4326.0;25.58
284.08;4320.0;25.6
284.79;4326.0;25.58
285.51;4329.0;25.57
286.23;4320.0;25.6
287.09;4320.0;25.6
287.81;4326.0;25.58
288.53;4320.0;25.6
289.24;4314.0;25.62
290.1;4320.0;25.6
290.82;4314.0;25.62
291.54;4317.0;25.61
292.25;4320.0;25.6
293.11;4317.0;25.61
293.83;4314.0;25.62
294.55;4314.0;25.62
295.27;4317.0;25.61
296.12;4314.0;25.62
296.84;4314.0;25.62
297.56;4314.0;25.62
298.28;4308.0;25.64
299.13;4314.0;25.62
299.85;4314.0;25.62
300.57;4305.0;25.65
301.29;4314.0;25.62
302.15;4305.0;25.65
302.87;4308.0;25.64
303.59;4314.0;25.62
304.31;4305.0;25.65
305.16;4308.0;25.64
305.88;4302.0;25.66
306.6;4296.0;25.68
307.32;4302.0;25.66
308.17;4302.0;25.66
308.89;4296.0;25.68
309.61;4302.0;25.66
310.33;4296.0;25.68
311.18;4293.0;25.69
311.9;4305.0;25.65
312.62;4287.0;25.71
313.34;4296.0;25.68
314.19;4296.0;25.68
314.91;4287.0;25.71
315.63;4287.0;25.71
316.35;4296.0;25.68
317.2;4296.0;25.68
317.92;4293.0;25.69
318.64;4296.0;25.68
319.36;4293.0;25.69
320.22;4284.0;25.72
320.93;4287.0;25.71
321.65;4281.0;25.73
322.37;4287.0;25.71
323.23;4281.0;25.73
323.95;4284.0;25.72
324.66;4284.0;25.72
325.38;4287.0;25.71
326.24;4284.0;25.72
326.96;4281.0;25.73
327.68;4281.0;25.73
328.4;4284.0;25.72
329.25;4275.0;25.75
329.97;4281.0;25.73
330.69;4275.0;25.75
331.41;4275.0;25.75
332.26;4266.0;25.78
332.98;4275.0;25.75
333.7;4281.0;25.73
334.42;4272.0;25.76
335.27;4266.0;25.78
335.99;4275.0;25.75
336.71;4266.0;25.78
337.43;4263.0;25.79
338.29;4263.0;25.79
339.0;4266.0;25.78
339.72;4263.0;25.79
340.44;4263.0;25.79
341.3;4263.0;25.79
342.02;4266.0;25.78
342.74;4263.0;25.79
343.46;4263.0;25.79
344.31;4254.0;25.82
345.03;4257.0;25.81
345.75;4254.0;25.82
346.46;4251.0;25.83
347.32;4257.0;25.81
348.04;4257.0;25.81
348.76;4251.0;25.83
349.48;4254.0;25.82
350.33;4245.0;25.85
351.05;4254.0;25.82
351.77;4245.0;25.85
352.49;4254.0;25.82
353.34;4245.0;25.85
354.07;4251.0;25.83
354.79;4242.0;25.86
355.51;4245.0;25.85
356.36;4245.0;25.85
357.07;4245.0;25.85
357.79;4245.0;25.85
358.51;4242.0;25.86
359.37;4242.0;25.86
360.09;4245.0;25.85
360.81;4230.0;25.9
361.52;4245.0;25.85
362.38;4242.0;25.86
363.11;4233.0;25.89
363.83;4236.0;25.88
364.55;4233.0;25.89
365.39;4233.0;25.89
366.11;4224.0;25.92
366.83;4230.0;25.9
367.55;4233.0;25.89
368.4;4230.0;25.9
369.12;4236.0;25.88
369.84;4224.0;25.92
370.56;4230.0;25.9
371.41;4224.0;25.92
372.14;4224.0;25.92
372.86;4221.0;25.93
373.59;4221.0;25.93
374.42;4221.0;25.93
375.14;4221.0;25.93
375.86;4215.0;25.95
376.58;4221.0;25.93
377.44;4215.0;25.95
378.15;4215.0;25.95
378.87;4212.0;25.96
379.59;4212.0;25.96
380.45;4212.0;25.96
381.17;4212.0;25.96
381.88;4212.0;25.96
382.6;4209.0;25.97
383.46;4209.0;25.97
384.18;4209.0;25.97
384.9;4209.0;25.97
385.62;4209.0;25.97
386.47;4203.0;25.99
387.19;4203.0;25.99
387.91;4203.0;25.99
388.62;4203.0;25.99
389.48;4200.0;26.0
390.2;4203.0;25.99
390.92;4203.0;25.99
391.64;4191.0;26.03
392.49;4200.0;26.0
393.21;4200.0;26.0
393.93;4191.0;26.03
394.65;4197.0;26.01
395.5;4197.0;26.01
396.22;4191.0;26.03
396.94;4188.0;26.04
397.66;4188.0;26.04
398.51;4188.0;26.04
399.23;4188.0;26.04
399.95;4191.0;26.03
400.67;4179.0;26.07
401.53;4182.0;26.06
402.25;4191.0;26.03
402.97;4182.0;26.06
403.69;4188.0;26.04
404.54;4179.0;26.07
405.26;4179.0;26.07
405.98;4179.0;26.07
406.7;4179.0;26.07
407.55;4182.0;26.06
408.27;4179.0;26.07
408.99;4170.0;26.1
409.71;4179.0;26.07
410.56;4173.0;26.09
411.28;4170.0;26.1
412.0;4170.0;26.1
412.72;4170.0;26.1
413.57;4173.0;26.09
414.29;4170.0;26.1
415.01;4167.0;26.11
415.73;4161.0;26.13
416.58;4161.0;26.13
